Carrier,Origin,Destination,Season,Status,Retry Count,Sources Tried,Error,Validation Issues,Elapsed (s)
FR,BER,ATH,Winter,no_availability,0,,Ubfly: FR not on route BER-ATH,,0.0
EW,DUS,ATH,Summer,no_availability,0,,Ubfly: EW not on route DUS-ATH,,0.0
EW,DUS,ATH,Winter,no_availability,0,,Ubfly: EW not on route DUS-ATH,,0.0
TG,FRA,BKK,Summer,no_availability,0,,Ubfly: TG not on route FRA-BKK,,0.0
TG,FRA,BKK,Winter,no_availability,0,,Ubfly: TG not on route FRA-BKK,,0.0
DE,FRA,BKK,Summer,no_availability,0,,Ubfly: DE not on route FRA-BKK,,0.0
DE,FRA,BKK,Winter,no_availability,0,,Ubfly: DE not on route FRA-BKK,,0.0
DE,FRA,HKT,Summer,no_availability,0,,Ubfly: DE not on route FRA-HKT,,0.0
DE,FRA,HKT,Winter,no_availability,0,,Ubfly: DE not on route FRA-HKT,,0.0
TG,MUC,BKK,Summer,no_availability,0,,Ubfly: TG not on route MUC-BKK,,0.0
TG,MUC,BKK,Winter,no_availability,0,,Ubfly: TG not on route MUC-BKK,,0.0
U2,LGW,ATH,Summer,no_availability,0,,Ubfly: U2 not on route LGW-ATH,,0.0
U2,LGW,ATH,Winter,no_availability,0,,Ubfly: U2 not on route LGW-ATH,,0.0
W9,LGW,ATH,Summer,no_availability,0,,Ubfly: W9 not on route LGW-ATH,,0.0
W9,LGW,ATH,Winter,no_availability,0,,Ubfly: W9 not on route LGW-ATH,,0.0
U2,LGW,SKG,Summer,no_availability,0,,Ubfly: U2 not on route LGW-SKG,,0.0
U2,LGW,SKG,Winter,no_availability,0,,Ubfly: U2 not on route LGW-SKG,,0.0
BA,LGW,SKG,Summer,no_availability,0,,Ubfly: BA not on route LGW-SKG,,0.0
BA,LGW,SKG,Winter,no_availability,0,,Ubfly: BA not on route LGW-SKG,,0.0
BY,LGW,SKG,Summer,no_availability,0,,Ubfly: BY not on route LGW-SKG,,0.0
BY,LGW,SKG,Winter,no_availability,0,,Ubfly: BY not on route LGW-SKG,,0.0
6E,MAN,BOM,Summer,no_availability,0,,Ubfly: 6E not on route MAN-BOM,,0.0
6E,MAN,BOM,Winter,no_availability,0,,Ubfly: 6E not on route MAN-BOM,,0.0
Z0,LGW,BKK,Summer,no_availability,0,,Ubfly: Z0 not on route LGW-BKK,,0.0
Z0,LGW,BKK,Winter,no_availability,0,,Ubfly: Z0 not on route LGW-BKK,,0.0
TG,LHR,BKK,Summer,no_availability,0,,Ubfly: TG not on route LHR-BKK,,0.0
TG,LHR,BKK,Winter,no_availability,0,,Ubfly: TG not on route LHR-BKK,,0.0
BR,LHR,BKK,Summer,no_availability,0,,Ubfly: BR not on route LHR-BKK,,0.0
BR,LHR,BKK,Winter,no_availability,0,,Ubfly: BR not on route LHR-BKK,,0.0
HV,AMS,ATH,Summer,no_availability,0,,Ubfly: HV not on route AMS-ATH,,0.0
HV,AMS,ATH,Winter,no_availability,0,,Ubfly: HV not on route AMS-ATH,,0.0
A3,AMS,ATH,Summer,no_availability,0,,Ubfly: A3 not on route AMS-ATH,,0.0
6E,AMS,BOM,Summer,no_availability,0,,Ubfly: 6E not on route AMS-BOM,,0.0
6E,AMS,BOM,Winter,no_availability,0,,Ubfly: 6E not on route AMS-BOM,,0.0
BR,AMS,BKK,Summer,no_availability,0,,Ubfly: BR not on route AMS-BKK,,0.0
BR,AMS,BKK,Winter,no_availability,0,,Ubfly: BR not on route AMS-BKK,,0.0
QR,AMS,DMK,Summer,no_availability,0,,Ubfly: QR not on route AMS-DMK,,0.0
CX,AMS,DMK,Summer,no_availability,0,,Ubfly: CX not on route AMS-DMK,,0.0
CX,AMS,DMK,Winter,no_availability,0,,Ubfly: CX not on route AMS-DMK,,0.0
HU,PEK,LHR,Summer,no_availability,0,,Ubfly: HU not on route PEK-LHR,,0.0
HU,PEK,LHR,Winter,no_availability,0,,Ubfly: HU not on route PEK-LHR,,0.0
HU,PEK,FCO,Summer,no_availability,0,,Ubfly: HU not on route PEK-FCO,,0.0
HU,PEK,FCO,Winter,no_availability,0,,Ubfly: HU not on route PEK-FCO,,0.0
3U,PEK,FCO,Summer,no_availability,0,,Ubfly: 3U not on route PEK-FCO,,0.0
3U,PEK,FCO,Winter,no_availability,0,,Ubfly: 3U not on route PEK-FCO,,0.0
HU,PVG,FCO,Summer,no_availability,0,,Ubfly: HU not on route PVG-FCO,,0.0
HU,PVG,FCO,Winter,no_availability,0,,Ubfly: HU not on route PVG-FCO,,0.0
BR,KIX,CDG,Summer,no_availability,0,,Ubfly: BR not on route KIX-CDG,,0.0
BR,KIX,CDG,Winter,no_availability,0,,Ubfly: BR not on route KIX-CDG,,0.0
MU,KIX,CDG,Winter,no_availability,0,,Ubfly: MU not on route KIX-CDG,,0.0
BR,NRT,CDG,Summer,no_availability,0,,Ubfly: BR not on route NRT-CDG,,0.0
BR,NRT,CDG,Winter,no_availability,0,,Ubfly: BR not on route NRT-CDG,,0.0
OZ,NRT,LHR,Summer,no_availability,0,,Ubfly: OZ not on route NRT-LHR,,0.0
DE,BKK,FRA,Summer,no_availability,0,,Ubfly: DE not on route BKK-FRA,,0.0
DE,BKK,FRA,Winter,no_availability,0,,Ubfly: DE not on route BKK-FRA,,0.0
DE,HKT,FRA,Summer,no_availability,0,,Ubfly: DE not on route HKT-FRA,,0.0
DE,HKT,FRA,Winter,no_availability,0,,Ubfly: DE not on route HKT-FRA,,0.0
TG,HKT,FRA,Summer,no_availability,0,,Ubfly: TG not on route HKT-FRA,,0.0
TG,HKT,FRA,Winter,no_availability,0,,Ubfly: TG not on route HKT-FRA,,0.0
Z0,BKK,LGW,Summer,no_availability,0,,Ubfly: Z0 not on route BKK-LGW,,0.0
Z0,BKK,LGW,Winter,no_availability,0,,Ubfly: Z0 not on route BKK-LGW,,0.0
MU,BKK,LGW,Winter,no_availability,0,,Ubfly: MU not on route BKK-LGW,,0.0
TG,BKK,LHR,Winter,no_availability,0,,Ubfly: TG not on route BKK-LHR,,0.0
BR,BKK,LHR,Summer,no_availability,0,,Ubfly: BR not on route BKK-LHR,,0.0
BR,BKK,LHR,Winter,no_availability,0,,Ubfly: BR not on route BKK-LHR,,0.0
TG,HKT,LHR,Summer,no_availability,0,,Ubfly: TG not on route HKT-LHR,,0.0
TG,HKT,LHR,Winter,no_availability,0,,Ubfly: TG not on route HKT-LHR,,0.0
SU,HKT,LED,Winter,no_availability,0,,Ubfly: SU not on route HKT-LED,,0.0
3U,HKT,LED,Summer,no_availability,0,,Ubfly: 3U not on route HKT-LED,,0.0
3U,HKT,LED,Winter,no_availability,0,,Ubfly: 3U not on route HKT-LED,,0.0
EO,HKT,LED,Summer,no_availability,0,,Ubfly: EO not on route HKT-LED,,0.0
EO,HKT,LED,Winter,no_availability,0,,Ubfly: EO not on route HKT-LED,,0.0
SU,HKT,SVO,Summer,no_availability,0,,Ubfly: SU not on route HKT-SVO,,0.0
3U,HKT,SVO,Summer,no_availability,0,,Ubfly: 3U not on route HKT-SVO,,0.0
3U,HKT,SVO,Winter,no_availability,0,,Ubfly: 3U not on route HKT-SVO,,0.0
